Time,Temperature,Illuminance,Humidity
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.124,34,43.445
2021/11/01 0:04,18.041,11,43.5
2021/11/01 0:04,18.012,4,43.528
2021/11/01 0:04,18.012,4,43.528
2021/11/01 0:04,18.012,9,43.583
2021/11/01 0:04,18.012,2,43.606
2021/11/01 0:04,18.028,12,43.568
2021/11/01 0:04,18.028,2,43.569
2021/11/01 0:04,18.028,6,43.633
2021/11/01 0:04,18.012,3,43.691
2021/11/01 0:04,17.998,77,43.622
2021/11/01 0:04,18.028,3,43.677
2021/11/01 0:04,18.041,8,43.732
2021/11/01 0:04,18.041,8,43.732
2021/11/01 0:04,18.028,23,43.748
2021/11/01 0:04,18.041,2,43.774
2021/11/01 0:04,18.028,15,43.76
2021/11/01 0:04,18.041,3,43.748
2021/11/01 0:04,18.041,3,43.748
2021/11/01 0:04,18.041,3,43.748
2021/11/01 0:04,18.041,3,43.816
2021/11/01 0:04,18.054,7,43.807
2021/11/01 0:04,18.041,16,43.857
2021/11/01 0:04,18.054,3,43.828
2021/11/01 0:04,18.068,24,43.83
2021/11/01 0:04,18.068,2,43.828
2021/11/01 0:04,18.054,20,43.819
2021/11/01 0:04,18.068,3,43.816
2021/11/01 0:04,18.068,2,43.844
2021/11/01 0:04,18.054,3,43.807
2021/11/01 0:04,18.068,2,43.847
2021/11/01 0:04,18.097,87,43.83
2021/11/01 0:04,18.068,2,43.807
2021/11/01 0:04,18.097,15,43.821
2021/11/01 0:04,18.084,3,43.78
2021/11/01 0:04,18.097,3,43.793
2021/11/01 0:04,18.097,3,43.78
2021/11/01 0:04,18.068,2,43.807
2021/11/01 0:04,18.097,9,43.764
2021/11/01 0:04,18.097,9,43.793
2021/11/01 0:04,18.097,10,43.738
2021/11/01 0:04,18.084,36,43.793
2021/11/01 0:04,18.097,5,43.792
2021/11/01 0:04,18.097,6,43.789
2021/11/01 0:05,18.084,8,43.783
2021/11/01 0:05,18.111,2,43.78
2021/11/01 0:05,18.097,1,43.807
2021/11/01 0:05,18.097,3,43.783
2021/11/01 0:05,18.097,1,43.728
2021/11/01 0:05,18.097,18,43.793
2021/11/01 0:05,18.097,23,43.752
2021/11/01 0:05,18.097,6,43.738
2021/11/01 0:05,18.097,6,43.738
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.097,10,43.725
2021/11/01 0:05,18.054,2,43.751
2021/11/01 0:05,18.054,11,43.72
2021/11/01 0:05,18.054,16,43.761
2021/11/01 0:05,18.041,11,43.72
2021/11/01 0:05,18.028,10,43.748
2021/11/01 0:05,18.041,7,43.706
2021/11/01 0:05,18.012,6,43.784
2021/11/01 0:05,18.028,6,43.746
2021/11/01 0:05,18.041,6,43.76
2021/11/01 0:05,18.028,122,43.76
2021/11/01 0:05,18.028,969,43.72
2021/11/01 0:05,18.068,944,43.76
2021/11/01 0:12,19.352,10,43.142
2021/11/01 0:12,19.326,4,43.166
2021/11/01 0:12,19.352,17,43.18
2021/11/01 0:12,19.352,13,43.125
2021/11/01 0:12,19.352,3,43.142
2021/11/01 0:12,19.339,80,43.137
2021/11/01 0:12,19.339,3,43.137
2021/11/01 0:12,19.312,6,43.151
2021/11/01 0:12,19.326,9,43.165
2021/11/01 0:12,19.326,9,43.162
2021/11/01 0:12,19.312,7,43.151
2021/11/01 0:12,19.339,8,43.125
2021/11/01 0:12,19.326,12,43.165
2021/11/01 0:12,19.339,4,43.162
2021/11/01 0:12,19.339,4,43.162
2021/11/01 0:12,19.339,4,43.162
2021/11/01 0:12,19.312,2,43.084
2021/11/01 0:12,19.312,2,43.084
2021/11/01 0:12,19.312,2,43.084
2021/11/01 0:12,19.326,16,43.11
2021/11/01 0:12,19.326,16,43.11
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,3,43.165
2021/11/01 0:12,19.283,2,43.148
2021/11/01 0:12,19.269,4,43.18
2021/11/01 0:12,19.269,4,43.18
2021/11/01 0:12,19.269,4,43.18
2021/11/01 0:12,19.283,10,43.16
2021/11/01 0:12,19.283,11,43.206
2021/11/01 0:12,19.312,12,43.233
2021/11/01 0:12,19.312,12,43.233
2021/11/01 0:12,19.312,12,43.233
2021/11/01 0:13,19.312,12,43.233
2021/11/01 0:13,19.312,12,43.233
2021/11/01 0:13,19.312,12,43.233
2021/11/01 0:13,19.312,12,43.233
2021/11/01 0:13,19.24,2,43.198
2021/11/01 0:13,19.24,2,43.198
2021/11/01 0:13,19.256,30,43.183
2021/11/01 0:13,19.227,24,43.198
2021/11/01 0:13,19.24,15,43.207
2021/11/01 0:13,19.227,17,43.226
2021/11/01 0:13,19.24,12,43.238
2021/11/01 0:13,19.227,76,43.235
2021/11/01 0:13,19.213,3,43.265
2021/11/01 0:13,19.24,15,43.294
2021/11/01 0:13,19.227,3,43.265
2021/11/01 0:13,19.24,5,43.239
2021/11/01 0:13,19.227,6,43.293
2021/11/01 0:13,19.227,3,43.307
2021/11/01 0:13,19.24,4,43.334
2021/11/01 0:13,19.227,11,43.276
2021/11/01 0:13,19.213,7,43.334
2021/11/01 0:13,19.213,9,43.345
2021/11/01 0:13,19.227,10,43.362
2021/11/01 0:13,19.227,23,43.265
2021/11/01 0:13,19.24,10,43.331
2021/11/01 0:13,19.227,10,43.348
2021/11/01 0:13,19.227,10,43.334
2021/11/01 0:13,19.24,10,43.359
2021/11/01 0:13,19.256,10,43.345
2021/11/01 0:13,19.227,10,43.32
2021/11/01 0:13,19.269,10,43.32
2021/11/01 0:13,19.256,9,43.362
2021/11/01 0:13,19.269,83,43.334
2021/11/01 0:13,19.256,9,43.362
2021/11/01 0:13,19.24,10,43.322
2021/11/01 0:13,19.24,9,43.322
2021/11/01 0:13,19.256,10,43.362
2021/11/01 0:13,19.24,10,43.334
2021/11/01 0:13,19.227,10,43.362
2021/11/01 0:13,19.227,10,43.362
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.24,10,43.348
2021/11/01 0:13,19.213,6,43.4
2021/11/01 0:13,19.213,5,43.4
2021/11/01 0:13,19.2,6,43.4
2021/11/01 0:13,19.213,79,43.453
2021/11/01 0:13,19.213,5,43.371
2021/11/01 0:13,19.227,4,43.455
2021/11/01 0:13,19.227,4,43.455
2021/11/01 0:13,19.213,9,43.427
2021/11/01 0:13,19.227,5,43.467
2021/11/01 0:13,19.227,18,43.444
2021/11/01 0:14,19.24,19,43.4
2021/11/01 0:14,19.24,11,43.427
2021/11/01 0:14,19.24,50,43.445
2021/11/01 0:14,19.24,7,43.444
2021/11/01 0:14,19.256,12,43.459
2021/11/01 0:14,19.24,13,43.444
2021/11/01 0:14,19.269,10,43.458
2021/11/01 0:14,19.269,10,43.459
2021/11/01 0:14,19.269,10,43.459
2021/11/01 0:14,19.269,6,43.432
2021/11/01 0:14,19.256,5,43.445
2021/11/01 0:14,19.269,5,43.459
2021/11/01 0:14,19.269,5,43.459
2021/11/01 0:14,19.283,5,43.459
2021/11/01 0:14,19.283,78,43.421
2021/11/01 0:14,19.269,5,43.435
2021/11/01 0:14,19.269,5,43.435
2021/11/01 0:14,19.283,5,43.449
2021/11/01 0:14,19.283,5,43.473
2021/11/01 0:14,19.283,5,43.473
2021/11/01 0:14,19.283,5,43.473
2021/11/01 0:14,19.312,5,43.449
2021/11/01 0:14,19.312,5,43.449
2021/11/01 0:14,19.312,5,43.449
2021/11/01 0:14,19.312,5,43.449
2021/11/01 0:14,19.312,5,43.449
2021/11/01 0:14,19.312,5,43.38
2021/11/01 0:14,19.312,4,43.409
2021/11/01 0:14,19.312,7,43.436
2021/11/01 0:14,19.326,18,43.409
2021/11/01 0:14,19.312,24,43.423
2021/11/01 0:14,19.326,22,43.398
2021/11/01 0:14,19.339,7,43.381
2021/11/01 0:14,19.352,78,43.453
2021/11/01 0:14,19.352,4,43.395
2021/11/01 0:14,19.326,2,43.386
2021/11/01 0:14,19.326,3,43.4
2021/11/01 0:14,19.352,16,43.398
2021/11/01 0:14,19.352,19,43.453
2021/11/01 0:14,19.368,10,43.412
2021/11/01 0:14,19.352,4,43.426
2021/11/01 0:14,19.352,4,43.426
2021/11/01 0:14,19.368,4,43.453
2021/11/01 0:14,19.352,13,43.409
2021/11/01 0:14,19.352,13,43.409
2021/11/01 0:14,19.352,13,43.409
2021/11/01 0:14,19.382,3,43.4
2021/11/01 0:14,19.352,3,43.43
2021/11/01 0:14,19.382,3,43.403
2021/11/01 0:14,19.368,6,43.386
2021/11/01 0:14,19.368,9,43.427
2021/11/01 0:14,19.382,12,43.455
2021/11/01 0:14,19.368,15,43.403
2021/11/01 0:14,19.395,92,43.4
2021/11/01 0:14,19.368,20,43.403
2021/11/01 0:14,19.368,20,43.403
2021/11/01 0:14,19.382,48,43.403
2021/11/01 0:15,19.382,48,43.403
2021/11/01 0:15,19.382,7,43.386
2021/11/01 0:15,19.382,6,43.375
2021/11/01 0:15,19.408,4,43.362
2021/11/01 0:15,19.382,4,43.403
2021/11/01 0:15,19.382,4,43.403
2021/11/01 0:15,19.382,4,43.403
2021/11/01 0:15,19.408,4,43.375
2021/11/01 0:15,19.408,4,43.375
2021/11/01 0:15,19.408,4,43.377
2021/11/01 0:15,19.408,4,43.377
2021/11/01 0:15,19.408,4,43.377
2021/11/01 0:15,19.408,14,43.407
2021/11/01 0:15,19.408,14,43.407
2021/11/01 0:15,19.382,7,43.363
2021/11/01 0:15,19.408,4,43.349
2021/11/01 0:15,19.44,4,43.339
2021/11/01 0:15,19.408,81,43.362
2021/11/01 0:15,19.408,4,43.407
2021/11/01 0:15,19.408,4,43.407
2021/11/01 0:15,19.424,24,43.391
2021/11/01 0:15,19.408,7,43.339
2021/11/01 0:15,19.424,9,43.349
2021/11/01 0:15,19.424,22,43.325
2021/11/01 0:15,19.44,20,43.377
2021/11/01 0:15,19.454,5,43.311
2021/11/01 0:15,19.424,3,43.352
2021/11/01 0:15,19.424,3,43.349
2021/11/01 0:15,19.454,2,43.349
2021/11/01 0:15,19.424,3,43.322
2021/11/01 0:15,19.44,4,43.325
2021/11/01 0:15,19.424,2,43.339
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.424,2,43.313
2021/11/01 0:15,19.382,7,43.32
2021/11/01 0:15,19.382,17,43.362
2021/11/01 0:15,19.352,6,43.359
2021/11/01 0:15,19.368,3,43.32
2021/11/01 0:15,19.352,2,43.359
2021/11/01 0:15,19.368,4,43.345
2021/11/01 0:15,19.368,4,43.345
2021/11/01 0:15,19.368,4,43.345
2021/11/01 0:15,19.395,2,43.375
2021/11/01 0:15,19.382,4,43.4
2021/11/01 0:15,19.395,10,43.348
2021/11/01 0:15,19.395,10,43.348
2021/11/01 0:15,19.395,28,43.375
2021/11/01 0:15,19.395,28,43.375
2021/11/01 0:15,19.382,26,43.444
2021/11/01 0:15,19.395,21,43.4
2021/11/01 0:15,19.382,19,43.362
2021/11/01 0:15,19.382,19,43.362
2021/11/01 0:16,19.382,19,43.375
2021/11/01 0:16,19.395,20,43.403
2021/11/01 0:16,19.395,20,43.445
2021/11/01 0:16,19.408,20,43.407
2021/11/01 0:16,19.424,20,43.418
2021/11/01 0:16,19.408,17,43.394
2021/11/01 0:16,19.44,17,43.404
2021/11/01 0:16,19.408,17,43.421
2021/11/01 0:16,19.408,17,43.421
2021/11/01 0:16,19.408,17,43.436
2021/11/01 0:16,19.44,17,43.435
2021/11/01 0:16,19.44,17,43.435
2021/11/01 0:16,19.408,15,43.394
2021/11/01 0:16,19.454,13,43.421
2021/11/01 0:16,19.408,10,43.421
2021/11/01 0:16,19.44,7,43.449
2021/11/01 0:16,19.454,6,43.476
2021/11/01 0:16,19.454,6,43.476
2021/11/01 0:16,19.454,5,43.464
2021/11/01 0:16,19.454,9,43.45
2021/11/01 0:16,19.44,87,43.478
2021/11/01 0:16,19.454,21,43.476
2021/11/01 0:16,19.467,24,43.45
2021/11/01 0:16,19.454,20,43.481
2021/11/01 0:16,19.454,20,43.481
2021/11/01 0:16,19.454,20,43.481
2021/11/01 0:16,19.483,28,43.478
2021/11/01 0:16,19.496,35,43.494
2021/11/01 0:16,19.483,19,43.522
2021/11/01 0:16,19.526,21,43.482
2021/11/01 0:16,19.483,19,43.508
2021/11/01 0:16,19.483,13,43.522
2021/11/01 0:16,19.51,15,43.537
2021/11/01 0:16,19.526,51,43.51
2021/11/01 0:16,19.51,28,43.471
2021/11/01 0:16,19.539,7,43.513
2021/11/01 0:16,19.539,4,43.482
2021/11/01 0:16,19.526,17,43.496
2021/11/01 0:16,19.539,39,43.542
2021/11/01 0:16,19.51,14,43.513
2021/11/01 0:16,19.539,4,43.513
2021/11/01 0:16,19.539,99,43.555
2021/11/01 0:16,19.566,33,43.572
2021/11/01 0:16,19.553,21,43.572
2021/11/01 0:16,19.566,10,43.586
2021/11/01 0:16,19.582,9,43.555
2021/11/01 0:16,19.566,8,43.528
2021/11/01 0:16,19.582,8,43.517
2021/11/01 0:16,19.595,8,43.558
2021/11/01 0:16,19.595,5,43.517
2021/11/01 0:16,19.609,3,43.531
2021/11/01 0:16,19.595,4,43.532
2021/11/01 0:16,19.595,6,43.519
2021/11/01 0:16,19.609,20,43.517
2021/11/01 0:16,19.638,24,43.574
2021/11/01 0:16,19.638,24,43.574
2021/11/01 0:16,19.638,24,43.574
2021/11/01 0:16,19.638,6,43.522
2021/11/01 0:16,19.638,10,43.59
2021/11/01 0:16,19.609,21,43.577
2021/11/01 0:17,19.651,6,43.577
2021/11/01 0:17,19.638,2,43.51
2021/11/01 0:17,19.651,77,43.523
2021/11/01 0:17,19.651,16,43.568
2021/11/01 0:17,19.651,42,43.523
2021/11/01 0:17,19.665,42,43.568
2021/11/01 0:17,19.651,54,43.468
2021/11/01 0:17,19.678,52,43.485
2021/11/01 0:17,19.651,52,43.496
2021/11/01 0:17,19.638,52,43.485
2021/11/01 0:17,19.665,52,43.485
2021/11/01 0:17,19.678,52,43.537
2021/11/01 0:17,19.694,52,43.54
2021/11/01 0:17,19.707,52,43.528
2021/11/01 0:17,19.694,52,43.542
2021/11/01 0:17,19.694,52,43.542
2021/11/01 0:17,19.721,45,43.471
2021/11/01 0:17,19.694,37,43.5
2021/11/01 0:17,19.694,37,43.5
2021/11/01 0:17,19.694,37,43.5
2021/11/01 0:17,19.721,37,43.476
2021/11/01 0:17,19.721,37,43.476
2021/11/01 0:17,19.721,7,43.503
2021/11/01 0:17,19.737,79,43.491
2021/11/01 0:17,19.721,17,43.476
2021/11/01 0:17,19.737,31,43.45
2021/11/01 0:17,19.737,13,43.467
2021/11/01 0:17,19.737,7,43.464
2021/11/01 0:17,19.763,13,43.449
2021/11/01 0:17,19.75,16,43.464
2021/11/01 0:17,19.75,26,43.449
2021/11/01 0:17,19.75,27,43.426
2021/11/01 0:17,19.763,13,43.478
2021/11/01 0:17,19.763,28,43.439
2021/11/01 0:17,19.763,29,43.423
2021/11/01 0:17,19.763,29,43.423
2021/11/01 0:17,19.777,29,43.455
2021/11/01 0:17,19.763,28,43.453
2021/11/01 0:17,19.777,28,43.467
2021/11/01 0:17,19.777,28,43.453
2021/11/01 0:17,19.763,28,43.496
2021/11/01 0:17,19.777,27,43.455
2021/11/01 0:17,19.777,27,43.455
2021/11/01 0:17,19.763,27,43.471
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,102,43.496
2021/11/01 0:17,19.793,26,43.439
2021/11/01 0:17,19.793,26,43.439
2021/11/01 0:17,19.777,28,43.426
2021/11/01 0:17,19.763,27,43.478
2021/11/01 0:17,19.763,26,43.453
2021/11/01 0:18,19.793,25,43.453
2021/11/01 0:18,19.777,25,43.482
2021/11/01 0:18,19.793,25,43.453
2021/11/01 0:18,19.793,25,43.499
2021/11/01 0:18,19.777,25,43.482
2021/11/01 0:18,19.806,98,43.468
2021/11/01 0:18,19.793,25,43.499
2021/11/01 0:18,19.806,25,43.482
2021/11/01 0:18,19.82,25,43.485
